"Astrocytes1" "Astrocytes2" "Endothelial1" "Endothelial2" "Microglia1" "Microglia2" "MO1" "MO2" "Neuron1" "Neuron2" "NFO1" "NFO2" "OPC1" "OPC2" "WC1" "WC2" "WC3"
"XLOC_000306" 0 54 84 107 378 126 143 159 174 189 204 219 235 252 271 324 294
"XLOC_000307" 189 126 204 219 378 324 294 271 159 107 143 252 174 235 0 84 54
"XLOC_000308" 271 0 54 84 252 107 126 143 159 174 189 204 219 235 294 378 324
"XLOC_000309" 204 189 294 271 324 378 219 84 174 54 107 0 159 126 235 143 252
"XLOC_000310" 0 54 219 204 378 324 189 159 126 143 107 84 294 174 271 235 252
"XLOC_000311" 174 159 54 0 378 294 324 271 84 107 252 235 143 126 219 204 189
"XLOC_000312" 378 324 0 54 204 189 126 174 143 84 107 159 219 235 271 294 252
"XLOC_000313" 378 324 174 159 271 235 84 143 54 0 126 107 294 252 189 204 219
"XLOC_000314" 219 204 294 324 252 378 271 235 0 54 174 107 143 84 126 159 189
"XLOC_000315" 84 143 126 107 54 0 189 174 378 252 219 159 235 204 271 324 294
"XLOC_000316" 54 84 0 107 271 235 378 324 126 204 294 252 189 159 143 219 174
"XLOC_000317" 271 252 378 324 294 126 219 143 107 0 189 84 159 54 174 204 235
"XLOC_000318" 0 54 84 107 219 294 126 143 378 235 159 174 189 204 271 252 324
"XLOC_000319" 107 174 54 0 189 204 159 126 378 324 84 143 252 219 294 235 271
"XLOC_000320" 84 143 54 0 189 235 204 219 378 294 107 126 159 174 271 324 252
"XLOC_000321" 159 235 271 294 378 324 54 107 174 143 0 84 252 126 219 189 204
"XLOC_000322" 235 219 159 143 0 54 294 324 126 189 378 271 252 204 84 174 107
"XLOC_000323" 252 219 126 143 189 235 378 324 159 54 271 294 174 204 0 84 107
"XLOC_000324" 189 174 54 0 84 107 126 143 324 294 159 204 271 378 235 219 252
"XLOC_000325" 84 107 143 126 54 0 378 324 271 219 294 252 174 159 204 189 235
"XLOC_000326" 189 252 271 235 324 159 219 294 143 126 204 378 107 174 84 54 0
"XLOC_000327" 159 126 54 0 84 107 143 174 324 378 294 271 252 235 204 219 189
"XLOC_000328" 159 54 204 219 126 107 324 294 252 235 271 378 0 84 189 174 143
"XLOC_000329" 143 107 235 219 204 174 0 159 252 126 54 84 189 271 294 378 324
"XLOC_000330" 378 294 0 54 235 204 126 219 84 107 143 252 271 324 174 159 189
"XLOC_000331" 252 204 54 107 235 294 378 324 174 126 143 219 189 271 84 159 0
"XLOC_000332" 204 126 324 378 252 159 271 174 235 294 0 54 84 107 143 189 219
"XLOC_000333" 159 174 378 324 271 252 294 235 189 0 204 219 54 84 126 143 107
"XLOC_000334" 252 271 84 107 54 0 294 235 378 324 174 126 159 143 219 204 189
"XLOC_000335" 54 0 235 174 107 143 378 324 294 252 189 271 84 126 159 219 204
"XLOC_000336" 378 294 271 252 54 0 84 126 235 324 107 174 159 143 219 189 204
"XLOC_000337" 54 204 0 159 84 143 219 235 378 271 126 107 174 189 252 294 324
"XLOC_000338" 219 204 235 143 324 378 189 0 126 54 107 84 294 271 159 174 252
"XLOC_000339" 107 143 54 0 252 271 378 324 219 174 235 294 84 126 189 204 159
"XLOC_000340" 235 219 143 107 84 54 126 0 204 271 189 159 252 174 294 324 378
"XLOC_000341" 0 54 294 252 84 107 378 271 159 126 324 189 219 235 143 174 204
"XLOC_000342" 219 204 235 252 84 107 378 324 54 0 271 294 189 174 143 159 126
"XLOC_000343" 143 84 107 126 0 54 378 324 219 204 294 271 235 252 174 189 159
"XLOC_000344" 0 54 84 107 126 143 378 294 159 174 271 324 189 204 219 235 252
"XLOC_000345" 0 126 219 235 252 189 378 324 54 84 294 271 159 204 143 174 107
"XLOC_000346" 126 143 0 54 252 235 204 159 84 107 271 294 324 378 189 219 174
"XLOC_000347" 235 252 174 189 143 271 0 54 219 84 159 324 294 378 126 107 204
"XLOC_000348" 0 204 54 84 324 378 107 126 159 235 189 174 219 143 252 294 271
"XLOC_000349" 219 204 54 0 378 324 107 84 174 143 159 271 126 189 252 294 235
"XLOC_000350" 126 143 159 174 294 219 252 235 107 189 271 378 204 324 54 84 0
"XLOC_000351" 126 219 84 107 0 54 271 252 235 294 324 378 204 174 159 189 143
"XLOC_000352" 219 378 204 189 126 84 0 54 107 143 174 159 324 235 271 252 294
"XLOC_000353" 271 252 174 159 54 0 235 294 189 143 378 219 324 204 126 84 107
"XLOC_000354" 0 54 378 324 84 107 126 143 159 174 189 204 219 235 252 294 271
"XLOC_000355" 0 54 378 324 84 107 126 143 159 174 189 204 219 235 252 271 294
"XLOC_000356" 0 54 84 107 126 143 159 174 324 378 189 204 219 235 252 294 271
"XLOC_000357" 84 204 252 271 54 0 378 126 324 159 294 219 235 189 143 174 107
"XLOC_000358" 378 324 107 159 143 84 0 54 174 252 271 126 294 219 235 189 204
"XLOC_000359" 324 378 159 174 54 0 126 107 204 219 189 84 294 143 271 235 252
"XLOC_000360" 235 324 189 204 107 0 84 54 143 159 174 126 378 252 271 219 294
"XLOC_000361" 159 174 126 107 0 84 54 143 378 324 204 189 271 219 235 252 294
"XLOC_000362" 0 235 54 84 107 126 143 159 324 378 252 174 271 189 294 219 204
"XLOC_000363" 0 54 324 378 294 252 235 271 84 143 189 219 107 204 159 174 126
"XLOC_000364" 159 143 107 84 54 0 324 252 378 271 235 189 174 126 204 294 219
"XLOC_000365" 159 126 378 324 189 84 107 143 294 271 174 54 204 0 252 219 235
"XLOC_000366" 189 159 0 54 84 107 126 143 174 204 271 294 324 378 219 235 252
"XLOC_000367" 204 271 378 324 294 252 0 54 143 126 107 84 159 174 235 219 189
"XLOC_000368" 378 294 324 271 159 107 54 84 0 219 174 126 252 143 235 189 204
"XLOC_000369" 107 159 235 294 378 324 0 54 174 189 143 84 252 126 271 204 219
"XLOC_000370" 378 324 143 189 252 294 204 0 54 107 174 84 271 235 159 126 219
"XLOC_000371" 204 189 378 324 235 219 107 0 159 84 126 174 143 54 252 271 294
"XLOC_000372" 324 294 252 235 54 0 84 107 204 174 378 126 271 143 189 159 219
"XLOC_000373" 324 271 378 294 54 84 0 107 159 143 126 174 189 204 235 219 252
"XLOC_000374" 0 54 252 271 378 235 324 294 143 126 219 204 84 107 174 189 159
"XLOC_000375" 159 252 84 174 324 378 54 204 107 126 143 0 294 189 235 271 219
"XLOC_000376" 252 174 0 54 84 107 126 143 159 219 294 271 324 378 235 204 189
"XLOC_000377" 159 107 54 0 84 126 143 174 252 204 189 219 324 378 271 294 235
"XLOC_000378" 54 143 0 84 126 174 294 189 378 204 271 324 159 107 252 219 235
"XLOC_000379" 0 54 378 324 84 107 126 143 159 174 189 204 219 235 252 294 271
"XLOC_000380" 84 107 126 143 204 219 174 235 378 324 0 54 159 189 271 294 252
"XLOC_000381" 204 219 324 294 107 84 235 252 143 126 271 378 0 54 189 159 174
"XLOC_000382" 0 54 143 174 378 219 84 107 324 271 204 159 189 126 235 252 294
"XLOC_000383" 294 271 189 174 378 324 235 204 0 84 107 54 252 126 143 219 159
"XLOC_000384" 0 54 324 271 378 294 84 107 126 143 159 174 204 189 252 219 235
"XLOC_000385" 294 252 107 0 54 174 84 126 143 159 271 235 324 378 204 219 189
"XLOC_000386" 54 0 235 252 271 294 378 324 143 84 204 219 174 189 159 126 107
"XLOC_000387" 54 0 204 219 294 378 324 271 174 143 189 252 159 235 107 126 84
"XLOC_000388" 174 159 271 235 219 143 378 324 0 54 252 294 189 204 126 107 84
"XLOC_000389" 271 235 294 252 378 324 0 54 107 189 84 174 143 126 219 204 159
"XLOC_000390" 271 294 107 54 0 143 126 84 204 219 252 159 378 324 174 235 189
"XLOC_000391" 0 54 294 324 271 378 252 235 107 84 126 204 174 219 159 143 189
"XLOC_000392" 294 271 107 84 324 378 219 126 0 54 143 204 235 252 189 174 159
"XLOC_000393" 324 378 204 0 271 54 84 107 126 143 159 174 294 235 219 252 189
"XLOC_000394" 252 189 143 107 271 378 0 54 324 294 84 159 174 126 235 204 219
"XLOC_000395" 271 235 0 54 252 294 84 107 378 324 143 126 159 204 219 174 189
"XLOC_000396" 378 324 0 54 84 107 126 143 235 271 159 204 252 294 189 174 219
"XLOC_000397" 143 84 294 271 54 0 378 219 189 107 324 252 235 204 174 126 159
"XLOC_000398" 84 219 252 378 126 0 204 271 235 189 294 54 324 107 143 159 174
"XLOC_000399" 126 143 54 0 84 107 189 204 159 174 378 294 324 271 235 252 219
"XLOC_000400" 271 294 378 324 189 204 126 107 159 54 0 84 143 174 252 219 235
"XLOC_000401" 107 235 324 378 189 294 204 219 252 126 143 159 271 174 0 54 84
"XLOC_000402" 189 219 378 324 54 0 107 143 271 252 294 204 235 84 174 126 159
"XLOC_000403" 219 204 271 324 84 159 378 235 252 294 189 54 174 0 143 107 126
"XLOC_000404" 271 294 378 324 159 54 126 0 174 143 84 107 252 235 204 219 189
"XLOC_000405" 219 235 54 0 84 126 143 174 378 271 159 107 189 204 294 324 252
"XLOC_000406" 378 324 219 143 0 54 84 294 174 235 159 107 204 126 271 189 252
"XLOC_000407" 378 324 107 219 174 0 294 204 252 189 271 143 159 84 235 54 126
"XLOC_000408" 189 0 235 252 324 378 54 84 174 107 126 143 159 204 294 271 219
"XLOC_000409" 204 189 271 252 235 294 378 324 54 0 219 174 159 143 84 107 126
"XLOC_000410" 271 143 189 235 174 0 159 107 378 324 219 204 294 252 54 126 84
"XLOC_000411" 294 252 235 189 174 0 204 378 84 159 126 54 107 143 271 219 324
"XLOC_000412" 143 126 107 84 54 0 159 174 252 378 219 189 235 204 294 324 271
"XLOC_000413" 378 324 159 84 294 252 174 143 0 219 271 204 235 54 107 126 189
"XLOC_000414" 294 204 324 378 235 252 219 0 107 143 54 84 271 174 126 159 189
"XLOC_000415" 294 219 378 324 0 54 84 107 189 126 143 204 159 174 252 271 235
"XLOC_000416" 0 54 294 271 324 378 84 107 126 143 159 174 252 189 219 204 235
"XLOC_000417" 174 252 324 378 0 294 54 84 107 126 143 271 189 159 235 219 204
"XLOC_000418" 271 294 378 324 189 159 0 126 84 54 143 107 252 174 219 235 204
"XLOC_000419" 252 324 107 126 84 0 54 204 378 294 189 219 271 235 174 159 143
"XLOC_000420" 107 84 204 143 0 54 378 252 159 294 189 126 271 324 219 174 235
"XLOC_000421" 324 378 159 143 84 252 189 0 294 271 107 54 174 126 204 219 235
"XLOC_000422" 235 324 54 84 126 189 159 174 271 219 107 0 143 204 378 252 294
"XLOC_000423" 378 324 189 143 0 54 235 126 159 174 219 84 204 107 271 252 294
"XLOC_000424" 204 252 126 143 0 54 84 107 324 219 174 159 235 189 294 271 378
"XLOC_000425" 0 54 189 252 84 159 378 324 235 174 271 294 107 204 143 219 126
"XLOC_000426" 219 204 294 271 324 378 54 107 84 0 159 189 252 235 143 126 174
"XLOC_000427" 235 189 294 271 324 378 0 54 219 84 107 126 159 143 204 252 174
"XLOC_000428" 271 235 126 252 54 159 0 143 189 324 378 107 84 174 294 219 204
"XLOC_000429" 0 126 271 378 189 54 84 107 252 235 143 159 324 294 219 204 174
"XLOC_000430" 252 219 378 324 107 126 0 143 204 189 84 54 174 159 235 294 271
"XLOC_000431" 0 126 54 84 252 235 378 324 107 143 294 271 204 219 189 174 159
"XLOC_000432" 54 107 219 204 0 84 126 174 378 252 159 143 235 189 324 294 271
"XLOC_000433" 159 143 324 378 271 235 294 252 84 0 219 189 204 174 54 107 126
"XLOC_000434" 252 219 294 271 204 235 378 324 0 54 174 189 143 159 84 126 107
"XLOC_000435" 235 252 84 54 143 107 0 126 174 189 159 219 324 378 294 204 271
"XLOC_000436" 219 204 324 378 54 159 126 143 174 189 84 0 235 107 252 271 294
"XLOC_000437" 378 324 107 54 143 0 159 204 174 219 84 126 235 189 271 294 252
"XLOC_000438" 378 324 143 159 0 54 174 235 126 84 294 271 107 252 189 219 204
"XLOC_000439" 252 235 54 0 324 378 294 271 126 107 189 219 84 204 159 143 174
"XLOC_000440" 0 54 84 107 378 324 204 235 126 143 159 174 294 219 252 189 271
"XLOC_000441" 174 235 204 219 294 271 189 126 54 84 107 159 143 0 324 252 378
"XLOC_000442" 0 54 219 204 84 126 324 294 174 107 378 271 143 159 235 252 189
"XLOC_000443" 204 174 84 0 324 378 107 54 294 219 189 271 235 252 159 126 143
"XLOC_000444" 0 54 107 84 324 271 378 294 235 189 204 252 174 219 159 143 126
"XLOC_000445" 159 252 0 54 324 378 107 84 219 204 189 235 271 294 126 174 143
"XLOC_000446" 0 54 84 107 324 378 294 271 204 174 219 235 189 252 126 159 143
"XLOC_000447" 84 143 294 271 324 378 159 174 107 0 126 54 252 189 204 235 219
"XLOC_000448" 324 294 0 54 378 84 107 126 143 159 174 189 252 204 235 219 271
"XLOC_000449" 0 54 204 174 378 324 84 189 143 107 126 159 271 219 235 252 294
"XLOC_000450" 0 54 219 84 324 378 107 126 174 204 143 159 271 189 252 294 235
"XLOC_000451" 126 159 143 107 378 324 189 204 0 174 54 84 294 219 271 252 235
"XLOC_000452" 0 54 271 84 378 324 107 126 143 159 219 174 294 189 235 204 252
"XLOC_000453" 126 143 294 271 324 378 219 204 0 174 189 252 159 235 84 54 107
"XLOC_000454" 143 54 204 189 219 271 378 324 174 159 252 294 107 235 0 126 84
"XLOC_000455" 324 252 189 204 294 235 378 271 174 126 219 143 159 107 0 54 84
"XLOC_000456" 294 271 189 159 0 54 84 107 378 324 126 219 174 143 235 252 204
"XLOC_000457" 126 107 54 0 271 294 378 324 204 189 252 235 84 219 159 143 174
"XLOC_000458" 378 324 54 0 107 84 271 252 126 143 294 235 219 189 174 204 159
"XLOC_000459" 107 174 84 54 189 235 0 126 378 324 159 143 219 204 294 252 271
"XLOC_000460" 54 159 324 378 294 271 143 0 126 84 107 174 219 252 235 189 204
"XLOC_000461" 219 0 324 378 54 84 107 126 252 204 143 159 174 189 271 294 235
"XLOC_000462" 143 271 235 219 204 252 174 159 189 126 0 107 54 84 294 324 378
"XLOC_000463" 84 54 204 235 378 324 107 126 159 174 143 0 294 189 271 252 219
"XLOC_000464" 235 0 54 84 378 324 107 126 143 189 159 174 271 219 294 204 252
"XLOC_000465" 0 54 294 324 84 107 126 143 252 159 174 189 378 204 219 271 235
"XLOC_000466" 0 54 324 294 84 107 126 271 219 143 159 174 378 235 189 204 252
"XLOC_000467" 0 54 324 294 84 107 126 143 159 252 174 189 378 204 235 271 219
"XLOC_000468" 0 219 54 294 84 107 126 271 324 143 159 174 378 189 235 204 252
"XLOC_000469" 378 324 54 0 107 84 126 143 204 235 174 159 294 189 271 252 219
"XLOC_000470" 219 324 271 235 126 107 0 54 174 143 159 84 294 378 189 204 252
"XLOC_000471" 219 143 54 107 378 294 271 204 84 235 324 174 252 0 159 126 189
"XLOC_000472" 174 0 54 84 107 126 143 204 159 252 219 189 324 378 235 271 294
"XLOC_000473" 189 252 54 0 219 204 84 107 271 235 126 143 174 159 294 378 324
"XLOC_000474" 219 189 84 126 0 54 159 174 378 324 204 143 235 107 271 294 252
"XLOC_000475" 0 54 84 107 126 143 159 271 174 378 189 204 219 235 294 324 252
"XLOC_000476" 378 324 235 252 174 84 0 54 143 126 107 159 271 294 189 219 204
"XLOC_000477" 324 378 174 219 107 0 84 143 294 271 252 126 235 54 159 189 204
"XLOC_000478" 294 271 126 107 54 0 378 252 235 324 204 143 159 84 189 219 174
"XLOC_000479" 324 0 54 84 107 126 143 159 174 378 189 204 271 219 252 235 294
"XLOC_000480" 107 143 54 159 126 84 0 174 324 294 189 219 235 378 271 252 204
"XLOC_000481" 204 189 294 271 0 54 235 219 324 378 143 107 252 174 126 84 159
"XLOC_000482" 235 174 143 159 0 54 378 324 219 252 294 271 189 204 107 84 126
"XLOC_000483" 219 174 126 107 54 0 204 235 189 378 324 143 159 84 271 294 252
"XLOC_000484" 235 219 324 294 271 378 54 107 84 0 126 189 204 252 174 159 143
"XLOC_000485" 126 84 0 54 159 204 174 271 235 219 107 143 189 252 324 378 294
"XLOC_000486" 84 54 126 107 235 294 252 219 0 143 324 378 204 271 189 174 159
"XLOC_000487" 235 271 324 378 107 0 84 54 126 189 159 143 294 252 204 174 219
"XLOC_000488" 235 252 324 294 378 189 54 84 107 174 271 204 219 0 159 126 143
"XLOC_000489" 204 271 294 252 378 324 0 84 189 219 174 235 159 126 143 54 107
"XLOC_000490" 0 189 54 84 107 204 126 235 294 324 143 219 159 174 271 378 252
"XLOC_000491" 189 143 174 204 271 324 378 294 84 0 235 252 159 219 54 126 107
"XLOC_000492" 219 204 0 54 324 378 294 271 126 107 159 189 252 235 143 174 84
"XLOC_000493" 189 143 219 204 271 324 378 294 54 0 252 235 174 84 126 159 107
"XLOC_000494" 107 159 189 235 219 294 378 324 54 0 252 271 174 204 143 84 126
"XLOC_000495" 324 378 0 54 84 107 126 143 159 174 189 204 235 219 294 252 271
"XLOC_000496" 235 219 54 0 143 174 84 204 271 252 107 159 126 189 294 324 378
"XLOC_000497" 378 324 174 0 54 84 107 126 219 235 204 143 189 159 271 294 252
"XLOC_000498" 378 252 219 235 0 54 84 107 126 143 159 174 189 204 271 294 324
"XLOC_000499" 271 0 54 84 107 126 378 324 143 159 294 174 189 204 235 252 219
"XLOC_000500" 294 378 84 126 0 54 143 189 107 159 174 252 271 324 204 219 235
"XLOC_000501" 54 84 235 252 204 0 294 126 378 324 271 143 219 107 189 174 159
"XLOC_000502" 159 126 107 0 174 54 378 324 84 143 294 271 252 235 189 219 204
"XLOC_000503" 271 219 126 54 235 204 378 324 159 189 294 252 174 143 84 107 0
"XLOC_000504" 126 84 0 54 107 143 159 204 189 174 294 378 271 324 235 252 219
"XLOC_000505" 271 235 126 143 378 324 84 107 54 0 159 189 294 252 174 219 204
"XLOC_000506" 271 294 143 159 54 0 378 324 219 174 252 235 189 204 126 107 84
"XLOC_000507" 378 324 107 84 204 159 235 189 0 174 271 219 294 252 126 143 54
"XLOC_000508" 159 219 84 107 174 143 378 324 252 235 294 271 189 204 54 126 0
"XLOC_000509" 271 294 143 126 107 54 204 174 0 324 378 252 235 84 189 159 219
"XLOC_000510" 378 324 174 204 84 126 107 143 235 219 54 0 189 159 252 271 294
"XLOC_000511" 324 378 0 54 204 84 107 219 126 235 143 159 189 174 294 271 252
"XLOC_000512" 294 235 378 324 0 54 84 143 189 219 252 107 174 126 271 204 159
"XLOC_000513" 378 324 271 252 159 54 219 189 84 0 294 204 235 107 174 143 126
"XLOC_000514" 204 174 235 219 0 84 54 107 378 324 126 143 189 159 252 294 271
"XLOC_000515" 204 143 0 252 294 324 54 84 271 378 107 126 189 235 219 159 174
"XLOC_000516" 126 143 294 252 0 54 84 107 159 174 271 378 235 324 204 219 189
"XLOC_000517" 143 0 54 84 107 126 378 324 271 252 294 235 159 219 174 189 204
"XLOC_000518" 294 252 324 378 0 54 271 235 84 189 219 204 126 143 159 107 174
"XLOC_000519" 189 204 252 235 378 324 0 107 84 54 143 126 294 271 174 159 219
"XLOC_000520" 159 294 84 107 324 378 126 174 189 235 54 0 219 204 271 252 143
"XLOC_000521" 235 252 54 0 324 378 294 271 159 107 189 219 143 84 174 204 126
"XLOC_000522" 54 0 204 189 378 324 271 252 174 107 126 159 219 84 235 294 143
"XLOC_000523" 271 294 189 235 324 378 0 54 204 174 252 143 219 84 126 107 159
"XLOC_000524" 378 235 0 252 294 54 84 107 324 219 271 126 143 159 174 189 204
"XLOC_000525" 219 235 107 54 294 271 378 324 0 143 204 252 126 189 159 84 174
"XLOC_000526" 0 54 126 84 189 174 378 271 324 294 252 159 143 107 204 235 219
"XLOC_000527" 143 324 219 204 189 84 54 0 159 174 107 126 271 294 252 235 378
"XLOC_000528" 294 271 378 324 159 54 189 84 126 174 204 107 143 0 235 219 252
"XLOC_000529" 107 84 324 378 252 189 235 219 159 174 271 294 0 54 126 143 204
"XLOC_000530" 174 107 84 126 0 159 378 271 324 294 219 235 54 143 252 189 204
"XLOC_000531" 0 107 54 143 174 219 189 235 324 271 126 84 159 204 252 378 294
"XLOC_000532" 107 159 143 84 0 54 294 235 378 271 126 252 219 324 204 189 174
"XLOC_000533" 378 324 0 126 54 143 84 107 294 189 174 252 159 219 235 204 271
"XLOC_000534" 324 378 174 204 54 0 107 84 189 143 159 126 294 271 235 219 252
"XLOC_000535" 174 107 0 54 189 235 252 84 294 324 159 143 126 204 271 378 219
"XLOC_000536" 189 204 378 324 0 84 54 107 219 235 143 126 159 174 271 252 294
"XLOC_000537" 159 189 324 378 219 294 107 126 174 84 0 54 204 143 235 252 271
"XLOC_000538" 294 271 174 252 159 189 0 84 378 324 107 54 235 204 219 126 143
"XLOC_000539" 0 54 84 107 294 126 143 159 378 174 189 324 204 271 219 235 252
"XLOC_000540" 107 126 143 54 0 84 219 189 378 324 204 159 294 174 235 252 271
"XLOC_000541" 219 294 378 324 0 54 84 107 126 204 143 159 174 189 252 235 271
"XLOC_000542" 294 235 378 324 0 54 84 107 126 143 159 174 189 204 219 252 271
"XLOC_000543" 174 219 378 324 107 235 143 54 204 126 0 84 189 159 252 294 271
"XLOC_000544" 189 0 271 324 204 219 378 235 159 107 143 252 174 294 84 126 54
"XLOC_000545" 378 324 54 0 84 107 143 174 189 219 159 126 235 204 252 271 294
"XLOC_000546" 378 294 84 0 107 54 143 235 189 204 324 271 159 126 174 252 219
"XLOC_000547" 84 107 54 0 159 174 378 324 189 294 252 204 143 126 271 235 219
"XLOC_000548" 189 219 84 54 174 126 159 107 324 271 204 143 235 0 378 252 294
"XLOC_000549" 54 0 107 84 159 126 143 174 252 235 294 271 378 324 189 219 204
"XLOC_000550" 107 174 143 126 378 324 235 189 204 159 271 294 219 252 54 84 0
"XLOC_000551" 159 107 271 294 378 324 0 174 84 143 54 126 204 189 235 252 219
"XLOC_000552" 204 324 159 126 54 0 84 107 174 143 294 189 378 252 235 219 271
"XLOC_000553" 324 378 219 159 84 0 54 107 252 271 235 126 294 143 204 174 189
"XLOC_000554" 107 84 294 324 54 0 378 204 174 143 252 235 159 126 219 271 189
"XLOC_000555" 54 84 235 252 107 0 378 324 143 204 271 294 126 219 174 189 159
"XLOC_000556" 174 189 378 324 54 0 107 84 159 271 294 126 252 143 204 219 235
"XLOC_000557" 126 143 204 219 107 0 54 84 324 271 174 159 235 189 294 252 378
"XLOC_000558" 219 271 143 84 54 0 174 107 252 378 324 235 294 126 204 189 159
"XLOC_000559" 143 219 324 378 294 271 235 159 54 0 189 174 252 204 84 107 126
"XLOC_000560" 294 271 204 235 324 378 252 189 0 54 219 84 174 126 107 159 143
"XLOC_000561" 324 252 54 84 107 0 143 126 235 294 189 174 378 271 159 219 204
"XLOC_000562" 54 126 84 174 189 204 107 143 219 0 159 252 324 378 235 271 294
"XLOC_000563" 0 54 84 235 107 126 143 219 252 271 159 174 204 189 294 324 378
"XLOC_000564" 219 143 324 294 0 54 107 126 271 378 204 84 252 235 159 189 174
"XLOC_000565" 235 0 54 84 159 324 107 174 252 378 189 126 204 143 271 219 294
"XLOC_000566" 0 54 324 378 271 252 235 294 84 174 204 219 143 189 159 126 107
"XLOC_000567" 84 107 159 126 54 0 189 204 324 378 174 143 219 235 271 294 252
"XLOC_000568" 84 126 294 324 54 0 204 174 378 252 271 143 159 107 219 189 235
"XLOC_000569" 84 143 174 189 54 0 252 204 378 294 219 126 159 107 271 324 235
"XLOC_000570" 143 126 204 174 0 54 378 324 252 235 294 271 84 107 159 189 219
"XLOC_000571" 378 324 271 204 235 0 54 84 219 252 126 143 294 159 189 107 174
"XLOC_000572" 0 159 174 54 189 84 235 107 378 324 126 143 204 219 271 252 294
"XLOC_000573" 159 204 271 252 378 324 143 84 0 54 107 126 235 294 189 174 219
"XLOC_000574" 252 294 378 324 219 235 126 84 204 271 107 143 54 0 174 159 189
"XLOC_000575" 126 84 54 143 107 0 159 204 324 378 235 219 174 189 252 294 271
