"Astrocytes1" "Astrocytes2" "Endothelial1" "Endothelial2" "Microglia1" "Microglia2" "MO1" "MO2" "Neuron1" "Neuron2" "NFO1" "NFO2" "OPC1" "OPC2" "WC1" "WC2" "WC3"
"XLOC_041491" 107 126 294 378 84 0 271 204 324 235 219 54 143 159 189 174 252
"XLOC_041492" 143 174 54 0 84 126 107 159 189 204 324 219 378 294 271 235 252
"XLOC_041493" 174 252 378 324 54 0 143 107 219 235 271 84 294 126 159 204 189
"XLOC_041494" 204 252 378 324 84 0 219 126 107 235 294 54 271 143 159 174 189
"XLOC_041495" 0 174 54 84 107 126 143 159 219 189 294 204 378 324 235 252 271
"XLOC_041496" 378 324 189 159 0 54 84 107 271 294 143 126 219 174 204 235 252
"XLOC_041497" 0 54 84 107 126 143 159 174 189 204 219 235 324 378 294 252 271
"XLOC_041498" 54 0 174 107 324 378 219 189 84 126 159 143 294 271 204 235 252
"XLOC_041499" 252 189 324 378 294 235 84 54 0 174 271 219 159 204 143 107 126
"XLOC_041500" 271 235 159 174 204 324 378 189 294 219 107 84 0 54 143 252 126
"XLOC_041501" 126 143 0 54 84 107 378 324 204 174 271 294 159 189 235 219 252
"XLOC_041502" 126 143 84 54 0 107 235 204 378 324 189 159 219 252 294 174 271
"XLOC_041503" 174 219 294 126 159 54 324 143 0 378 107 252 84 271 204 235 189
"XLOC_041504" 204 235 84 159 0 54 189 143 378 324 219 107 126 174 252 271 294
"XLOC_041505" 107 252 235 294 0 143 378 159 219 126 324 54 189 84 271 204 174
"XLOC_041506" 159 189 174 143 294 252 0 107 324 378 126 54 204 84 219 235 271
"XLOC_041507" 324 294 84 107 54 0 378 271 143 174 126 159 219 204 189 235 252
"XLOC_041508" 126 204 219 159 0 54 107 84 271 189 294 143 378 324 235 174 252
"XLOC_041509" 54 84 324 378 294 252 0 143 271 235 126 107 174 159 189 219 204
"XLOC_041510" 378 324 0 54 271 84 107 126 143 159 174 189 235 204 294 252 219
"XLOC_041511" 84 0 294 271 54 126 235 189 324 252 107 159 219 378 174 204 143
"XLOC_041512" 126 107 174 252 159 204 0 54 294 378 189 84 143 324 219 271 235
"XLOC_041513" 0 54 84 107 324 378 294 126 143 159 174 189 204 219 235 252 271
"XLOC_041514" 0 54 324 378 294 84 107 126 143 159 174 189 204 219 271 235 252
"XLOC_041515" 0 54 324 378 252 294 84 107 126 143 159 174 189 204 219 271 235
"XLOC_041516" 378 324 189 126 54 0 84 143 174 235 219 107 294 159 204 252 271
"XLOC_041517" 84 107 54 0 252 294 126 174 378 219 159 143 189 204 271 324 235
"XLOC_041518" 294 271 126 174 378 235 54 107 143 159 252 0 324 84 189 204 219
"XLOC_041519" 126 143 54 84 0 107 189 219 378 324 252 294 159 174 235 204 271
"XLOC_041520" 159 271 84 54 107 0 294 235 324 378 126 143 174 252 219 189 204
"XLOC_041521" 143 126 271 252 54 0 324 174 159 378 294 107 189 84 235 219 204
"XLOC_041522" 204 219 378 324 0 159 143 126 235 189 84 54 174 107 252 271 294
"XLOC_041523" 0 54 84 107 378 126 143 159 174 189 204 219 324 235 252 271 294
"XLOC_041524" 0 54 84 159 378 324 107 235 126 174 271 143 294 189 252 219 204
"XLOC_041525" 235 271 0 54 107 84 174 143 159 126 252 294 324 378 204 189 219
"XLOC_041526" 159 204 107 0 54 84 126 143 324 378 219 174 294 189 252 235 271
"XLOC_041527" 378 324 0 54 84 107 126 143 174 159 204 189 294 271 235 219 252
"XLOC_041528" 324 378 159 174 54 0 143 107 189 204 235 84 294 126 271 219 252
"XLOC_041529" 159 174 54 0 84 126 107 143 324 378 204 189 294 219 235 271 252
"XLOC_041530" 107 143 294 324 0 204 378 271 159 189 252 235 84 219 54 126 174
"XLOC_041531" 126 159 324 252 107 84 0 54 294 378 174 143 271 235 189 219 204
"XLOC_041532" 235 204 378 324 54 0 294 252 84 126 271 107 219 174 143 159 189
"XLOC_041533" 252 235 204 189 54 0 107 84 271 294 219 126 378 324 159 143 174
"XLOC_041534" 235 324 159 174 54 0 107 84 378 271 126 143 189 204 252 219 294
"XLOC_041535" 204 378 189 0 54 84 107 252 324 174 126 271 159 143 235 219 294
"XLOC_041536" 54 235 107 126 189 0 324 252 271 219 378 204 294 84 174 159 143
"XLOC_041537" 324 378 107 126 0 143 54 174 159 294 271 252 235 84 219 204 189
"XLOC_041538" 378 324 174 252 0 54 84 204 159 107 271 143 235 126 219 294 189
"XLOC_041539" 84 143 294 271 0 107 54 126 378 324 159 174 204 189 219 235 252
"XLOC_041540" 126 159 0 174 54 84 107 143 324 271 189 204 219 252 378 235 294
"XLOC_041541" 294 271 84 107 0 54 378 324 126 143 252 235 159 174 189 204 219
"XLOC_041542" 324 378 204 159 0 54 189 84 219 235 126 143 174 107 252 294 271
"XLOC_041543" 159 174 84 0 107 126 54 143 378 294 204 189 324 271 219 235 252
"XLOC_041544" 0 54 84 252 324 107 126 143 159 174 189 271 294 378 204 235 219
"XLOC_041545" 378 324 294 271 189 0 143 84 54 204 235 174 252 107 126 219 159
"XLOC_041546" 235 271 189 324 252 378 0 54 84 107 174 126 294 204 159 219 143
"XLOC_041547" 235 378 84 107 294 174 159 143 324 252 189 219 204 271 54 0 126
"XLOC_041548" 159 189 143 0 84 54 107 126 294 378 204 174 235 219 271 252 324
"XLOC_041549" 159 174 378 324 0 107 84 143 126 54 189 294 204 219 235 252 271
"XLOC_041550" 0 54 126 84 159 143 107 174 324 378 189 204 271 294 219 235 252
"XLOC_041551" 126 143 107 84 174 252 235 219 0 54 324 378 271 294 189 204 159
"XLOC_041552" 174 219 54 0 84 107 378 324 235 204 271 294 189 252 143 159 126
"XLOC_041553" 204 107 159 84 324 378 294 271 174 0 235 252 219 189 54 126 143
"XLOC_041554" 107 84 54 0 174 219 294 271 126 143 324 378 235 252 159 204 189
"XLOC_041555" 84 0 271 294 324 378 252 235 107 54 204 219 126 189 143 159 174
"XLOC_041556" 271 378 235 204 294 324 159 107 252 219 0 126 54 189 174 84 143
"XLOC_041557" 235 294 271 252 378 324 0 107 204 174 84 143 219 54 159 126 189
"XLOC_041558" 294 235 107 126 324 378 271 204 252 219 174 189 159 143 54 0 84
"XLOC_041559" 143 189 54 0 204 252 324 294 378 271 219 235 107 84 126 174 159
"XLOC_041560" 235 204 143 159 378 324 294 219 0 126 271 189 174 252 107 54 84
"XLOC_041561" 204 235 0 54 84 126 107 143 378 294 219 324 252 271 174 159 189
"XLOC_041562" 378 324 204 174 252 271 294 219 189 143 235 159 126 54 0 84 107
"XLOC_041563" 235 219 252 271 107 84 0 54 143 159 174 126 378 204 324 189 294
"XLOC_041564" 0 54 378 324 252 204 174 126 294 235 84 159 219 271 143 189 107
"XLOC_041565" 84 107 271 204 54 0 378 294 189 252 324 219 235 159 174 126 143
"XLOC_041566" 84 143 219 235 54 0 324 252 378 294 271 126 204 107 174 159 189
"XLOC_041567" 84 189 235 294 324 0 159 204 271 174 54 107 126 378 252 219 143
"XLOC_041568" 324 378 54 0 126 107 84 159 204 174 271 189 294 143 235 252 219
"XLOC_041569" 324 378 252 204 294 219 54 0 271 235 107 84 174 126 143 159 189
"XLOC_041570" 324 378 189 174 54 0 107 143 294 271 126 84 204 159 219 235 252
"XLOC_041571" 235 324 0 174 54 84 107 126 159 252 189 294 378 143 271 219 204
"XLOC_041572" 378 324 143 159 0 54 107 84 189 174 219 126 294 204 235 252 271
"XLOC_041573" 189 324 294 271 84 0 107 54 252 378 159 143 174 126 219 204 235
"XLOC_041574" 204 174 189 0 378 324 54 84 107 126 143 159 294 235 271 252 219
"XLOC_041575" 143 324 0 54 235 84 174 219 107 252 204 159 126 378 271 294 189
"XLOC_041576" 126 189 54 84 159 143 0 107 378 324 204 174 235 219 271 252 294
"XLOC_041577" 271 324 54 0 84 143 107 174 378 294 126 159 189 204 252 219 235
"XLOC_041578" 143 126 0 54 107 84 378 324 174 189 204 159 219 271 235 294 252
"XLOC_041579" 107 189 159 126 378 252 143 204 294 324 235 219 174 271 84 54 0
"XLOC_041580" 271 294 54 126 107 0 143 84 378 324 189 159 235 174 204 219 252
"XLOC_041581" 271 235 54 0 84 107 126 143 324 378 159 174 294 252 204 219 189
"XLOC_041582" 378 324 0 84 143 252 107 219 204 294 54 159 271 126 189 174 235
"XLOC_041583" 174 189 294 271 378 324 126 159 0 107 84 54 204 143 219 235 252
"XLOC_041584" 271 294 378 324 143 107 0 159 126 174 84 54 204 189 235 219 252
"XLOC_041585" 84 107 54 0 378 324 126 159 174 143 271 252 294 235 189 219 204
"XLOC_041586" 235 294 143 204 54 0 107 84 271 219 378 252 324 126 159 189 174
"XLOC_041587" 271 235 294 252 378 324 84 143 107 126 0 54 159 174 189 219 204
"XLOC_041588" 271 294 143 174 324 378 126 0 219 107 54 84 159 252 204 189 235
"XLOC_041589" 0 54 84 107 126 143 378 324 159 174 271 294 204 219 189 252 235
"XLOC_041590" 107 84 0 54 126 143 378 324 294 271 174 204 159 189 235 252 219
"XLOC_041591" 324 378 54 84 0 107 204 189 294 252 143 126 174 159 219 235 271
"XLOC_041592" 84 54 324 378 271 235 294 252 0 159 204 219 107 189 143 174 126
"XLOC_041593" 189 271 219 235 143 0 126 107 54 174 159 84 252 204 378 294 324
"XLOC_041594" 378 324 84 54 126 107 0 143 235 219 159 174 204 189 271 252 294
"XLOC_041595" 204 189 54 0 126 107 84 174 378 294 143 159 219 235 271 324 252
"XLOC_041596" 126 159 219 204 271 294 378 324 54 0 252 235 174 189 107 143 84
"XLOC_041597" 294 235 54 0 107 84 143 126 189 174 252 271 324 378 159 204 219
"XLOC_041598" 0 126 54 84 107 174 378 324 159 143 271 294 235 252 189 219 204
"XLOC_041599" 54 84 294 235 324 378 189 159 0 204 219 252 174 271 126 107 143
"XLOC_041600" 0 54 378 324 294 252 204 107 84 219 189 235 174 271 143 126 159
"XLOC_041601" 271 294 54 126 143 159 107 84 324 378 252 174 219 0 204 189 235
"XLOC_041602" 324 378 143 159 54 0 174 189 126 294 271 84 235 107 252 204 219
"XLOC_041603" 378 324 159 174 84 0 54 107 252 294 219 126 271 143 204 189 235
"XLOC_041604" 54 0 324 294 159 189 126 143 204 174 378 271 84 107 219 235 252
"XLOC_041605" 294 0 219 54 84 107 324 378 189 126 235 252 271 174 143 204 159
"XLOC_041606" 294 378 126 143 0 54 84 235 324 271 159 204 174 107 252 219 189
"XLOC_041607" 219 159 378 235 54 324 0 294 204 143 252 271 189 126 107 84 174
"XLOC_041608" 324 378 126 143 54 0 84 159 271 294 235 107 252 189 219 174 204
"XLOC_041609" 324 378 204 107 159 0 54 84 294 252 189 126 174 143 235 219 271
"XLOC_041610" 252 378 159 189 84 143 0 107 294 271 219 54 174 126 204 235 324
"XLOC_041611" 159 107 54 126 84 0 235 143 324 219 378 174 294 189 204 271 252
"XLOC_041612" 204 235 143 126 54 0 174 159 294 189 378 107 324 84 219 252 271
"XLOC_041613" 219 189 235 294 271 107 378 324 84 54 252 204 174 0 159 143 126
"XLOC_041614" 143 126 0 54 84 107 219 189 378 324 174 159 204 235 294 271 252
"XLOC_041615" 54 0 324 378 174 84 271 294 219 235 143 159 107 126 204 252 189
"XLOC_041616" 271 294 378 324 252 189 0 84 107 54 159 143 235 126 204 174 219
"XLOC_041617" 126 84 219 189 378 324 159 174 0 54 107 143 294 271 235 252 204
"XLOC_041618" 0 84 235 219 324 159 294 189 174 204 271 378 143 252 54 107 126
"XLOC_041619" 107 84 204 219 252 159 378 324 126 54 271 294 0 235 174 189 143
"XLOC_041620" 0 54 378 324 84 235 107 126 204 143 159 189 219 174 252 271 294
"XLOC_041621" 271 294 324 378 54 0 84 107 159 143 189 126 204 174 219 235 252
"XLOC_041622" 126 0 378 324 294 271 54 84 174 159 143 107 235 189 252 219 204
"XLOC_041623" 294 252 324 378 143 204 107 219 84 54 271 0 126 159 189 235 174
"XLOC_041624" 0 294 378 324 54 84 107 126 143 159 174 189 204 219 235 252 271
"XLOC_041625" 159 204 378 324 54 0 174 126 219 235 143 84 189 107 271 294 252
"XLOC_041626" 174 159 219 252 378 235 0 126 143 84 107 54 204 189 324 294 271
"XLOC_041627" 189 174 378 324 235 204 294 271 54 0 252 219 126 84 107 143 159
"XLOC_041628" 143 204 189 159 0 54 84 107 324 378 219 126 294 174 252 235 271
"XLOC_041629" 84 107 324 378 0 54 271 235 219 204 294 252 143 126 159 174 189
"XLOC_041630" 107 84 378 324 54 0 294 271 174 159 252 235 126 143 189 204 219
"XLOC_041631" 204 235 0 54 84 107 174 143 324 189 219 126 378 159 271 252 294
"XLOC_041632" 159 174 107 84 0 54 126 143 294 378 219 189 324 235 252 271 204
"XLOC_041633" 174 252 378 324 84 0 271 107 294 143 235 204 189 54 159 126 219
"XLOC_041634" 271 294 378 324 235 189 54 0 126 84 219 107 252 143 174 204 159
"XLOC_041635" 126 0 235 159 143 189 54 84 219 204 174 107 324 378 271 294 252
"XLOC_041636" 174 252 219 204 54 0 107 84 143 189 294 271 378 324 159 126 235
"XLOC_041637" 159 174 54 0 84 126 107 143 378 219 189 204 235 324 271 252 294
"XLOC_041638" 204 294 271 252 126 0 54 84 107 143 174 159 378 324 235 189 219
"XLOC_041639" 378 324 0 54 107 126 84 174 204 189 159 143 219 235 252 271 294
"XLOC_041640" 54 84 174 294 159 0 189 378 252 271 143 324 126 235 204 219 107
"XLOC_041641" 126 159 378 271 143 0 174 84 252 235 324 54 294 107 204 189 219
"XLOC_041642" 126 204 189 174 54 0 84 107 235 378 219 143 252 159 324 294 271
"XLOC_041643" 107 143 174 235 54 0 219 159 324 378 204 84 189 126 252 271 294
"XLOC_041644" 143 204 174 126 159 107 54 0 324 378 219 84 294 189 252 271 235
"XLOC_041645" 189 204 143 126 84 54 0 107 324 378 174 159 294 219 252 235 271
"XLOC_041646" 294 271 189 204 0 143 54 84 378 324 126 107 174 159 219 235 252
"XLOC_041647" 252 294 174 204 0 54 84 107 378 324 126 143 189 159 235 219 271
"XLOC_041648" 159 174 0 84 54 107 143 126 378 324 189 204 219 271 294 235 252
"XLOC_041649" 0 189 54 84 107 126 235 219 294 252 204 143 159 174 324 378 271
"XLOC_041650" 126 219 378 324 159 0 54 84 294 271 174 107 204 143 252 189 235
"XLOC_041651" 0 84 126 143 107 54 159 174 378 324 204 271 219 294 235 252 189
"XLOC_041652" 126 143 0 54 84 107 252 189 219 235 271 324 294 378 159 204 174
"XLOC_041653" 84 126 204 219 54 0 294 189 378 324 235 107 271 252 159 143 174
"XLOC_041654" 143 126 54 84 174 189 378 324 107 159 0 294 219 204 252 271 235
"XLOC_041655" 143 219 54 0 107 84 189 174 378 324 126 159 204 235 271 252 294
"XLOC_041656" 252 324 159 174 54 0 143 107 271 235 294 84 378 126 189 204 219
"XLOC_041657" 0 189 204 54 219 235 84 107 378 294 126 143 159 174 271 252 324
"XLOC_041658" 0 159 174 204 54 84 107 235 324 252 126 143 219 189 294 271 378
"XLOC_041659" 174 294 271 252 0 84 54 107 219 378 143 126 324 235 189 159 204
"XLOC_041660" 84 126 0 54 271 235 107 219 204 143 378 324 294 252 189 159 174
"XLOC_041661" 143 252 378 324 126 0 174 107 54 84 271 159 294 189 219 204 235
"XLOC_041662" 0 294 54 84 107 126 143 159 174 189 204 219 235 252 271 324 378
"XLOC_041663" 189 252 0 54 159 204 143 219 324 378 84 126 107 174 271 294 235
"XLOC_041664" 174 126 219 252 271 294 0 107 324 378 84 54 159 143 204 235 189
"XLOC_041665" 126 174 204 252 294 271 54 159 324 378 0 84 107 143 189 235 219
"XLOC_041666" 294 324 252 235 0 54 174 159 271 378 143 84 126 107 189 219 204
"XLOC_041667" 189 219 143 54 107 0 378 84 324 271 159 204 235 126 174 252 294
"XLOC_041668" 235 324 189 159 0 54 84 107 378 271 204 126 294 143 219 174 252
"XLOC_041669" 324 378 252 235 54 0 84 143 271 294 159 107 204 126 174 189 219
"XLOC_041670" 324 378 174 189 107 84 0 143 204 159 126 54 235 294 252 219 271
"XLOC_041671" 219 294 107 84 54 0 271 204 143 159 324 126 378 252 189 235 174
"XLOC_041672" 54 126 252 235 378 324 294 271 174 159 204 219 0 189 143 107 84
"XLOC_041673" 378 324 143 126 294 271 0 54 252 235 84 107 159 174 204 219 189
"XLOC_041674" 294 271 126 84 107 0 54 143 324 378 159 174 235 189 252 219 204
"XLOC_041675" 107 143 84 54 0 126 189 159 378 324 294 204 219 174 235 252 271
"XLOC_041676" 252 294 204 189 54 0 107 84 378 271 219 126 324 174 159 143 235
"XLOC_041677" 189 174 0 143 54 84 107 126 204 294 219 159 378 324 271 252 235
"XLOC_041678" 159 54 219 204 107 0 143 235 378 252 126 84 174 189 271 294 324
"XLOC_041679" 54 84 324 294 235 174 204 271 252 107 126 0 378 219 159 143 189
"XLOC_041680" 252 378 235 174 107 0 54 126 324 294 143 84 189 159 219 204 271
"XLOC_041681" 252 204 0 54 84 107 271 294 126 143 324 378 159 189 219 174 235
"XLOC_041682" 159 252 0 54 84 107 271 294 204 126 324 378 174 143 235 189 219
"XLOC_041683" 324 378 159 143 54 0 84 107 294 204 126 174 252 271 219 235 189
"XLOC_041684" 271 294 84 107 0 54 126 143 252 324 189 159 378 174 219 204 235
"XLOC_041685" 324 378 0 107 84 54 159 143 204 189 219 126 271 174 252 294 235
"XLOC_041686" 174 252 159 126 271 235 378 189 219 204 324 143 294 107 54 84 0
"XLOC_041687" 378 324 174 107 126 0 143 204 54 294 271 159 189 84 235 252 219
"XLOC_041688" 174 159 252 271 235 324 378 294 54 0 189 219 143 204 84 126 107
"XLOC_041689" 271 252 378 324 143 54 126 107 0 219 204 84 294 159 189 174 235
"XLOC_041690" 126 107 54 0 271 378 324 294 252 235 143 159 84 189 204 219 174
"XLOC_041691" 235 252 84 126 324 378 271 204 189 159 219 294 143 174 0 54 107
"XLOC_041692" 204 252 0 107 84 54 235 126 378 324 189 143 294 159 219 174 271
"XLOC_041693" 174 0 378 324 54 84 107 126 204 143 189 294 159 219 271 235 252
"XLOC_041694" 294 378 126 143 0 54 84 107 204 174 159 189 324 271 252 235 219
"XLOC_041695" 324 378 0 107 54 84 235 126 189 204 174 143 271 159 294 219 252
"XLOC_041696" 378 324 0 159 54 84 107 126 235 189 174 143 219 294 271 204 252
"XLOC_041697" 126 143 84 0 107 54 294 271 378 324 252 235 204 219 159 174 189
"XLOC_041698" 107 143 126 84 54 0 159 174 378 324 219 204 235 189 271 252 294
"XLOC_041699" 54 0 294 324 143 174 378 252 271 235 204 189 84 159 126 219 107
"XLOC_041700" 126 159 143 174 0 107 84 54 271 204 189 235 324 378 219 252 294
"XLOC_041701" 143 126 324 378 271 159 84 189 204 235 54 0 174 107 219 294 252
"XLOC_041702" 159 189 378 324 204 107 0 54 174 219 143 84 235 126 271 252 294
"XLOC_041703" 84 126 143 159 54 0 219 174 294 324 235 107 204 189 271 378 252
"XLOC_041704" 143 126 54 0 84 107 271 219 324 378 294 159 252 174 189 235 204
"XLOC_041705" 294 378 235 219 54 0 84 107 252 324 159 126 271 143 204 174 189
"XLOC_041706" 84 0 235 204 378 324 271 294 219 252 143 54 126 107 189 159 174
"XLOC_041707" 294 252 0 159 271 174 84 54 324 378 143 126 189 107 219 235 204
"XLOC_041708" 252 235 0 159 271 294 54 84 324 378 143 107 189 126 174 219 204
"XLOC_041709" 126 159 0 107 54 84 143 174 324 378 204 189 294 219 271 235 252
"XLOC_041710" 271 294 0 54 378 324 143 219 235 252 107 174 204 84 159 126 189
"XLOC_041711" 252 324 126 143 84 0 54 107 294 219 174 159 378 189 235 204 271
"XLOC_041712" 143 107 126 174 84 54 0 159 378 324 204 189 294 235 271 252 219
"XLOC_041713" 126 174 378 324 252 84 54 0 271 294 143 107 235 159 219 204 189
"XLOC_041714" 252 174 219 235 378 324 84 107 271 294 54 0 126 143 189 159 204
"XLOC_041715" 84 252 271 294 235 189 143 107 324 378 126 0 159 54 174 204 219
"XLOC_041716" 271 324 378 294 159 0 107 143 126 174 219 84 235 54 204 252 189
"XLOC_041717" 204 159 324 378 126 219 189 143 84 0 107 54 235 174 271 252 294
"XLOC_041718" 235 252 324 378 54 0 126 107 204 271 84 143 159 294 174 219 189
"XLOC_041719" 235 271 219 252 0 159 174 126 189 204 143 54 107 84 378 294 324
"XLOC_041720" 235 271 204 219 107 0 324 378 159 84 294 252 126 54 189 174 143
"XLOC_041721" 174 235 54 84 0 107 143 126 294 189 324 159 378 219 252 204 271
"XLOC_041722" 378 324 252 189 107 143 294 204 54 0 174 235 219 271 84 126 159
"XLOC_041723" 252 324 84 107 54 0 378 294 126 174 235 143 271 159 204 219 189
"XLOC_041724" 107 174 294 252 0 54 378 271 235 204 324 126 219 84 159 189 143
"XLOC_041725" 126 174 219 235 54 84 0 159 271 324 143 107 204 189 294 252 378
"XLOC_041726" 324 235 54 84 107 0 159 189 271 378 252 126 294 143 174 204 219
"XLOC_041727" 378 324 126 174 159 204 54 0 143 252 107 84 271 294 235 189 219
"XLOC_041728" 324 378 0 54 84 107 126 143 271 294 159 174 189 204 219 235 252
"XLOC_041729" 378 294 107 0 54 84 324 219 189 235 252 174 271 126 159 204 143
"XLOC_041730" 252 378 0 54 84 107 143 126 271 219 174 159 204 189 294 235 324
"XLOC_041731" 126 143 107 84 54 0 174 159 378 294 271 189 324 204 219 252 235
"XLOC_041732" 378 271 294 324 0 54 84 107 159 126 189 143 174 219 252 235 204
"XLOC_041733" 378 324 174 126 294 204 189 235 219 252 271 107 159 143 84 0 54
"XLOC_041734" 54 107 378 294 126 324 204 271 252 219 0 84 174 235 189 159 143
"XLOC_041735" 189 159 54 107 324 378 294 271 235 219 174 204 143 252 126 84 0
"XLOC_041736" 143 189 324 378 271 0 54 126 219 204 84 107 174 159 252 235 294
"XLOC_041737" 189 174 324 378 204 0 54 84 252 159 219 107 143 126 294 235 271
"XLOC_041738" 174 189 107 126 54 84 0 143 378 324 159 204 219 294 271 235 252
"XLOC_041739" 126 107 204 219 294 378 324 252 189 159 143 235 174 271 84 0 54
"XLOC_041740" 271 252 107 54 159 219 0 84 324 378 126 143 235 294 204 174 189
"XLOC_041741" 219 204 126 0 54 84 159 143 324 378 252 189 174 107 271 294 235
"XLOC_041742" 271 294 54 84 126 235 324 219 189 107 0 252 204 378 159 143 174
"XLOC_041743" 0 54 159 174 324 378 189 204 84 126 143 107 294 271 219 252 235
"XLOC_041744" 143 174 84 0 189 126 235 252 294 219 204 159 54 107 324 378 271
"XLOC_041745" 324 378 174 219 271 204 0 54 294 235 189 126 252 84 159 107 143
"XLOC_041746" 174 159 126 204 324 378 271 252 294 235 84 54 0 107 143 219 189
"XLOC_041747" 126 84 204 219 235 252 378 324 54 0 294 271 174 189 107 159 143
"XLOC_041748" 235 189 54 0 84 107 324 252 204 174 271 378 219 294 143 126 159
"XLOC_041749" 107 143 219 294 159 204 378 324 174 126 252 271 189 235 84 0 54
"XLOC_041750" 143 126 84 107 0 54 294 252 378 324 271 235 174 204 189 159 219
"XLOC_041751" 0 54 189 159 378 324 126 204 143 174 107 84 271 219 294 252 235
"XLOC_041752" 0 54 271 84 378 294 107 126 143 159 174 189 324 204 252 219 235
